NBN Atlas record ID,Occurrence ID,Licence,rightsHolder,Scientific name,Taxon author,Name qualifier,Common name,Species ID (TVK),Taxon Rank,Occurrence status,Event Date,Day,Month,Year,End date,Locality,Grid reference,Latitude (WGS84),Longitude (WGS84),Coordinate Uncertainty (m),verbatimDepth,Recorder,Determiner,Individual count,Abundance,Abundance scale,Organism scope,Organism remarks,Sex,Life stage,Occurrence remarks,Identification verification status,Basis of Record,Survey key,Dataset name,Dataset ID,Data provider,Data provider ID,Institution code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR 100km,OSGR 10km,OSGR 2km,OSGR 1km,Country,State/Province,Vitality,Public resolution (m)
4414f7c9-518d-4c2f-86e6-54378114a011,2cd4p9h.b452v9,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,30/05/2013,30,5,2013,,Perth,NO1223,56.395628,-3.419094,707.1,,M.C. Robinson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2rf,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NO,NO12,NO12G,NO1223,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44368a4d-ec9d-4c7b-8f07-b8c0213d0d3c,2cd4p9h.x8dx4,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,31/03/2004,31,3,2004,,Cordon wood,NS02J,55.514903,-5.121735,1414.2,,A. Smith|R. Whitla,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Vascular plant data for Scottish vice-counties: Arran (v.c. 100),Scottish SNH-funded BSBI records,dr654,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS02,NS02J,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
4437ebfc-74f8-4721-b2c7-829c3f13b31f,311283,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,25/06/2013,25,6,2013,,,NS437705,55.902578,-4.501077,50,,e0a7d4ef-d42f-0281-c43e-36075a8c4223,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS47,NS47F,NS4370,United Kingdom of Great Britain and Northern Ireland,Scotland,,
443bb097-aba6-4b64-a0c2-6968a253d859,243896,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,20/05/2013,20,5,2013,,,NX127355,54.68034,-4.90595,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NX,NX13,NX13H,NX1235,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44476173-6f63-49f8-a7de-e25ba56ed287,2cd4p9h.1cvgxz,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,1995,,NS89 Clacks (Alloa 10km square),NS847951,56.135101,-3.856036,70.7,,,,,,,,,,,Recorder WR Brackenridge.,Accepted,HUMAN_OBSERVATION,Vascular plant data for Perthshire and Angus from SNH and BSBI,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS89,NS89M,NS8495,United Kingdom of Great Britain and Northern Ireland,Scotland,,
444a2cfc-5cb0-41fe-861b-c762bcf535b5,2cd4p9h.evvg1,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,02/08/1988,2,8,1988,,Monybuie Bridge - W of,NX78,55.14352,-3.962706,7071.1,,O.M. Stewart,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Monitoring Scheme,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NX,NX78,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
445031b6-45ab-4eda-b7a3-564cf2446457,2cd4p9h.b9ppb2,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/01/2010,,,2010,31/12/2013,VC91 Kincardineshire,NJ90,57.13588,-2.084241,7071.1,,David Welch,,,,,,,,,,Accepted,HUMAN_OBSERVATION,David Welch's Hectad Records,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NJ,NJ90,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
445b7193-6d51-473f-9d79-533c480811c1,2cd4p9h.1skyvs,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,18/07/1999,18,7,1999,,Great Cumbrae General,NS15,55.752904,-4.949452,7071.1,,C. Dixon|J.W. McIntosh,,1,,,,,,,-600,Accepted,HUMAN_OBSERVATION,MapMateCentre:2ra,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS15,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
445c7c79-1205-46b2-b17e-92be20c91063,2cd4p9h.bft8rm,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,07/08/2014,7,8,2014,,Irvine,NS3138,55.610838,-4.676731,707.1,,A. Rutherford,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:6v6,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS33,NS33E,NS3138,United Kingdom of Great Britain and Northern Ireland,Scotland,,
4460d2bc-a5eb-411e-b9c5-83002af69eb9,CI000068000028VQ,CC-BY-NC,Fife Nature Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,1979,,,NO21F,56.285182,-3.245379,1414.2,,withheld,,,,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,,Fife Nature Records Centre Combined Dataset,dr840,Fife Nature Records Centre,dp162,Fife Nature Records Centre,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NO,NO21,NO21F,,United Kingdom of Great Britain and Northern Ireland,Scotland,not recorded,2000
4466f960-4913-4d47-8fe6-3e6828cae1b3,2cd4p9h.wcrda,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/01/1950,,,1950,31/12/1969,VC101 Kintyre,NR61,55.372572,-5.710478,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NR,NR61,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
4471d8a1-ccfc-44e0-a4b6-84044d45525c,2cd4p9h.6g1x6,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/01/1950,,,1950,31/12/1969,VC104 North Ebudes,NG62,57.255101,-5.897912,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NG,NG62,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
4471ff5b-34a4-4603-ae99-c39db7be5b87,2cd4p9h.1httye,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,1981,,Leslie,NJ625275,57.336925,-2.623747,70.7,,D. Welch,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NJ,NJ62,NJ62I,NJ6227,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44736650-4e70-4a7b-a87b-22dbed46fda3,CI0000420000UOOB,CC-BY-NC,North East Scotland Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,12/07/2007,12,7,2007,,,NJ7063,57.66042,-2.496055,707.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,CI000042000000IM,North East Scotland Invasive Non Native Plants,dr1425,North East Scotland Biological Records Centre,dp123,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NJ,NJ76,NJ76B,NJ7063,United Kingdom of Great Britain and Northern Ireland,Scotland,,
4473a167-287d-4696-bf6a-7d4bc7dd451b,13809717,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,26/05/2020,26,5,2020,,Edinburgh airport north fence,NT150745,55.956117,-3.361996,50,,David Wallis,,10,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,iRecord | SEWeb INNS,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT17,NT17M,NT1574,United Kingdom of Great Britain and Northern Ireland,Scotland,,
4474f3ee-c1bb-408c-967c-67e23f4760ef,2cd4p9h.8xg2s,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,27/07/1995,27,7,1995,,"Dullatur Marsh, Dullatur",NS755779,55.978348,-3.995975,70.7,,D. Knox,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Atlas2000 records on disc via Trevor Dines,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS77,NS77N,NS7577,United Kingdom of Great Britain and Northern Ireland,Scotland,,
4483754e-f4a4-406f-9823-91a598506d24,809,CC-BY,Tweed Forum,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/07/2022,,7,2022,30/09/2022,,NT47213755,55.628715,-2.839924,7,,Tweed Forum staff,,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,,Japanese knotweed controlled in 2022 as part of the Tweed Invasives Project,dr2754,Tweed Forum,dp270,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT43,NT43T,NT4737,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
44926654-09f8-4084-bb6d-40f3ea58a80d,CI0001660000E10D,CC-BY,Highland Biological Recording Group,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,20/07/2020,20,7,2020,,"Camus Croise, Skye",NG699116,57.13796,-5.803711,70.7,,Murdo Macdonald,Murdo Macdonald,,,,,,,,Small clump at roadside.,Accepted - considered correct,HUMAN_OBSERVATION,CI00016600000032,HBRG Invasive Non-native Plants Dataset,dr223,Highland Biological Recording Group,dp7,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NG,NG61,NG61V,NG6911,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44975af3-6aed-4762-b92b-22deaf3691ea,2cd4p9h.yfz5m,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,30/07/1998,30,7,1998,,Barra south,NL69,56.924662,-7.508378,7071.1,,D. Dupree,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Atlas2000 records on disc via Trevor Dines,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NL,NL69,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
449ee1d9-bf0f-4b27-9202-122cf669b00f,2cd4p9h.4s4ezp,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,07/06/1984,7,6,1984,,Carntyne,NS66H,55.858661,-4.190369,1414.2,,J. Dickson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Changing Flora of Glasgow 1982-2000,Scottish SNH-funded BSBI records,dr654,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS66,NS66H,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44a33fe9-2929-4d2a-8d48-e0fabefd8e90,2cd4p9h.13vvnv,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,29/04/1999,29,4,1999,,Bedlormie House grounds,NS8867,55.887688,-3.784242,707.1,,J. Muscott,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Vascular plant data for Scottish vice-counties: West Lothian (v.c. 84),Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS86,NS86Y,NS8867,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44b47073-d4e1-43c6-ab9e-251a97b12ab7,2cd4p9h.dsgc8,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,1987,,VC101 Kintyre,NR89,56.099255,-5.458428,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Atlas2000 records on disc via Trevor Dines,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NR,NR89,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44bb4fac-ac8d-4d71-8166-f255bbbac47a,921403,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,08/05/2014,8,5,2014,,,NO122233,56.394449,-3.423104,50,,6fb928b3-ebb3-b8c3-3e47-201e3fd0db1c,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NO,NO12,NO12G,NO1223,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44be1a31-e694-4eda-8346-b144f92b30ed,CI0000420000TGXV,CC-BY-NC,North East Scotland Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,19/06/2006,19,6,2006,,,NK1244,57.490559,-1.793139,707.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,CI000042000000IM,North East Scotland Invasive Non Native Plants,dr1425,North East Scotland Biological Records Centre,dp123,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NK,NK14,NK14H,NK1244,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44ca065a-40f9-4d0e-b960-a1453cde0b35,2cd4p9h.xf451,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/01/1987,,,1987,31/12/1999,VC98 Argyllshire,NN11,56.291258,-4.990815,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Atlas2000 master cards,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NN,NN11,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44dbafb4-e652-4648-a300-f5028f89b9a9,CI0000420000TST1,CC-BY-NC,North East Scotland Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,17/08/2005,17,8,2005,,,NJ8020,57.274723,-2.325019,707.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,CI000042000000IM,North East Scotland Invasive Non Native Plants,dr1425,North East Scotland Biological Records Centre,dp123,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NJ,NJ82,NJ82A,NJ8020,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44e1f716-aa55-492b-ac81-c2467260369a,2cd4p9h.96b260,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,07/06/2012,7,6,2012,,West Wemyss,NT39H,56.142977,-3.079834,1414.2,,A.S. Edwards,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:aq9,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT39,NT39H,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44ea9d3f-06fb-4d79-924a-978f10217e60,68,CC-BY,Plantlife International,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,13/11/2006,13,11,2006,,,NT184676,55.895043,-3.305611,70.7,,David Newton; Paula  Bell,,1,"1 plot, fallo jap present",,clump,,,,,Accepted,HUMAN_OBSERVATION,,Flora guardian survey records 2004 - 2013 for Scotland,dr1375,Plantlife International,dp47,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT16,NT16Y,NT1867,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44f02ea1-8310-48e2-8f32-80855d51dfd2,2cd4p9h.6hyct4,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,08/09/2010,8,9,2010,,"Red burn, 1km sq",NS0167,55.859697,-5.17333,707.1,,A.C. Hannah,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:6vj,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS06,NS06D,NS0167,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44f504e4-2826-4edb-9cdf-66c7539a62ff,2cd4p9h.wha3b,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/01/1950,,,1950,31/12/1969,VC108 West Sutherland,NC23,58.26873,-4.985212,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NC,NC23,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44f59b6c-102a-4d84-8b8e-fcd8e05ddeb2,940,CC-BY,Tweed Forum,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/07/2022,,7,2022,30/09/2022,,NT39541159,55.394584,-2.956084,7,,Tweed Forum staff,,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,,Japanese knotweed controlled in 2022 as part of the Tweed Invasives Project,dr2754,Tweed Forum,dp270,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT31,NT31V,NT3911,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
44fcf27a-f224-4675-807e-57de2e56a12b,2cd4p9h.nmh8m,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/01/1987,,,1987,31/12/1999,VC73 Kirkcudbrightshire,NX65,54.871493,-4.105319,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Atlas2000 master cards,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NX,NX65,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44ffaceb-694a-4dbb-b67e-3ade5c8bc6de,2129962,CC-BY-NC,Natural Apptitude and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,08/07/2015,8,7,2015,,,NS678747,55.947945,-4.117325,50,,f1430681-ab05-111c-ceb0-774d5348916b,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS67,NS67S,NS6774,United Kingdom of Great Britain and Northern Ireland,Scotland,,
44fff7cf-6be2-4425-8c67-cf38e53fcd2f,r10td6v5,CC-BY,Argyll Biological Records Centre,Reynoutria japonica var. japonica,Houtt.,,,NHMSYS0021875022,variety,PRESENT,14/09/2013,14,9,2013,,"Loch Tralaig, W of",NM86601700,56.297319,-5.450366,7.1,,Carl Farmer & Lorn Natural History Group,Carl Farmer,,,,,,,Unknown,,Accepted - considered correct,HUMAN_OBSERVATION,,Argyll Biological Records Dataset,dr819,Argyll Biological Records Centre,dp59,ABReC,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NM,NM81,NM81T,NM8617,United Kingdom of Great Britain and Northern Ireland,Scotland,,
450b0f19-5224-44b3-b456-204e5b7292f2,2cd4p9h.2tpv26,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,13/08/1994,13,8,1994,,Auchenhew (1km sq),NS0121,55.447006,-5.140092,707.1,,A.R. Church|Anthony Warren Smith,,1,,,,,,,-165,Accepted,HUMAN_OBSERVATION,MapMateCentre:2ra,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS02,NS02A,NS0121,United Kingdom of Great Britain and Northern Ireland,Scotland,,
45157161-4059-494a-b930-13c968f2901d,2cd4p9h.f2stms,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/01/2000,,1,2000,31/12/2009,VC91 Kincardineshire,NJ90,57.13588,-2.084241,7071.1,,David Welch,,,,,,,,,,Accepted,HUMAN_OBSERVATION,David Welch's Hectad Records,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NJ,NJ90,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
4524b4ac-37a0-4a47-bfb0-5a63f014ebb1,35846088,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,10/05/2024,10,5,2024,,Dunure House,NS25511610,55.40777,-4.7575,5,,Malcolm Haddow,,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,iRecord | App,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS21,NS21N,NS2516,United Kingdom of Great Britain and Northern Ireland,Scotland,,
45279305-258b-428c-a33d-8724029c0b5c,201996,OGL,Scottish Natural Heritage,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,07/10/2003,7,10,2003,,"River Almond and tributaries, Lothian",NT016660,55.877532,-3.573567,70.7,,Kate Proctor,,,,,,,,,,Accepted,HUMAN_OBSERVATION,,"Survey of giant hogweed, Japanese knotweed and Himalayan balsam on 5 major Lothian rivers, 2003/04",dr2313,NatureScot,dp9,Scottish Natural Heritage,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT06,NT06D,NT0166,United Kingdom of Great Britain and Northern Ireland,Scotland,Alive,
4534327d-7552-449f-bd7c-3b0feb57e3ae,2cd4p9h.4s7684,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,06/08/1983,6,8,1983,,Hyndland Station,NS555675,55.879379,-4.310649,70.7,,J. Dickson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Changing Flora of Glasgow 1982-2000,Scottish SNH-funded BSBI records,dr654,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS56,NS56N,NS5567,United Kingdom of Great Britain and Northern Ireland,Scotland,,
4543f3dc-af1d-4ec8-b91f-8898b3d46c73,2cd4p9h.vz3s6,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/01/1993,,,1993,31/12/1995,"Peaton house, 1km sq",NS2186,56.038015,-4.866811,707.1,,A.McG. Stirling|A. Rutherford,,,,,,,,,,Accepted,HUMAN_OBSERVATION,"Vascular plant data for Scottish vice-counties: v.cc. 79, 83, 91, 99 and  103",Scottish SNH-funded BSBI records,dr654,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS28,NS28D,NS2186,United Kingdom of Great Britain and Northern Ireland,Scotland,,
45449db3-c121-446c-83b7-2d99a7664bff,2cd4p9h.4s7sgd,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,10/07/1989,10,7,1989,,Lenzie Golf Course,NS659702,55.906628,-4.145876,70.7,,J. Dickson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Changing Flora of Glasgow 1982-2000,Scottish SNH-funded BSBI records,dr654,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS67,NS67K,NS6570,United Kingdom of Great Britain and Northern Ireland,Scotland,,
45504e98-c231-4864-a107-e2bebad9281b,94492,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,19/09/2012,19,9,2012,,,NO06413523,56.499851,-3.521841,7.1,,"Johnson, Geoff",,,,,,,,,Riparian section at back of school,Accepted - considered correct,HUMAN_OBSERVATION,iRecord | General data,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NO,NO03,NO03S,NO0635,United Kingdom of Great Britain and Northern Ireland,Scotland,,
