NBN Atlas record ID,Occurrence ID,Licence,rightsHolder,Scientific name,Taxon author,Name qualifier,Common name,Species ID (TVK),Taxon Rank,Occurrence status,Event Date,Day,Month,Year,End date,Locality,Grid reference,Latitude (WGS84),Longitude (WGS84),Coordinate Uncertainty (m),verbatimDepth,Recorder,Determiner,Individual count,Abundance,Abundance scale,Organism scope,Organism remarks,Sex,Life stage,Occurrence remarks,Identification verification status,Basis of Record,Survey key,Dataset name,Dataset ID,Data provider,Data provider ID,Institution code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR 100km,OSGR 10km,OSGR 2km,OSGR 1km,Country,State/Province,Vitality,Public resolution (m)
31cf18a4-5fdb-4090-809e-f45aaa41edcb,43240475,CC-BY-NC,Botanical Society of Britain and Ireland and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,10/07/2025,10,7,2025,,"Lochtyview Way, Kirkcaldy, Scotland, GB",NT293981,56.171185,-3.139912,49,,James McDonald,,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,iNaturalist | UK and IOM data,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NT,NT29,NT29Z,NT2998,United Kingdom of Great Britain and Northern Ireland,Scotland,,
31cfe951-2093-46e1-affd-40ed1dd3ff43,CI0000420000YDDL,CC-BY-NC,North East Scotland Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,16/07/2009,16,7,2009,,,NJ9749,57.535633,-2.04341,707.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,CI000042000000KI,North East Scotland Invasive Non Native Plants,dr1425,North East Scotland Biological Records Centre,dp123,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ94,NJ94U,NJ9749,United Kingdom of Great Britain and Northern Ireland,Scotland,,
31e89b4f-147c-4c11-a5e5-04fcefe79de7,1371639,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,30/08/2014,30,8,2014,,,NO231422,56.5661,-3.25189,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO24,NO24G,NO2342,United Kingdom of Great Britain and Northern Ireland,Scotland,,
31e9e7c9-a78d-4598-9eb8-94022cc9a08c,5784454,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,10/09/2017,10,9,2017,,,NS568678,55.88259,-4.29035,50,,"Russell, Phil",,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NS,NS56,NS56T,NS5667,United Kingdom of Great Britain and Northern Ireland,Scotland,,
31ea9229-c333-4ba2-a269-39aa5fa5e939,1380919,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,02/09/2014,2,9,2014,,,NO246445,56.58635,-3.22868,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO24,NO24M,NO2444,United Kingdom of Great Britain and Northern Ireland,Scotland,,
31fe267c-55cb-43cf-bb1b-de35eac6c6e9,2cd4p9h.f2xvd9,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,02/07/2017,2,7,2017,,"Alva, Hillfoots Way",NS86919729,56.154881,-3.822131,7.1,,Liz Lavery,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:7df,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NS,NS89,NS89T,NS8697,United Kingdom of Great Britain and Northern Ireland,Scotland,,
320646d2-0877-440a-b696-d9b6cec065a5,1304365,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,12/08/2014,12,8,2014,,,NO193211,56.37563,-3.30745,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO12,NO12V,NO1921,United Kingdom of Great Britain and Northern Ireland,Scotland,,
3212fa78-3be7-45e9-8dd5-8abafa59ce0d,2489987,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,16/09/2015,16,9,2015,,,NO099196,56.36017,-3.4583,50,,"Pudsey, Carol",,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO01,NO01Z,NO0919,United Kingdom of Great Britain and Northern Ireland,Scotland,,
321fc960-3ec3-4822-a4db-e1a4fe9529e2,3907697,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,14/08/2016,14,8,2016,,,NH887567,57.58665,-3.86327,50,,"Pudsey, Carol",,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NH,NH85,NH85Y,NH8856,United Kingdom of Great Britain and Northern Ireland,Scotland,,
3224da90-ba58-4e96-84ab-39d9bd5c1b03,1231295,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,29/07/2014,29,7,2014,,,NO242486,56.62394,-3.23674,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO24,NO24P,NO2448,United Kingdom of Great Britain and Northern Ireland,Scotland,,
323348a6-d88f-4079-aabc-dabcbf8896ff,405997,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,05/08/2013,5,8,2013,,,NT335376,55.628265,-3.057015,50,,07e99c0c-c562-6d38-bb50-116c4ef6ccba,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NT,NT33,NT33I,NT3337,United Kingdom of Great Britain and Northern Ireland,Scotland,,
3235cda9-87d0-4a96-8014-746607975884,2cd4p9h.fkv5z,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,01/01/1950,,,1950,31/12/1969,VC72 Dumfriesshire,NY17,55.062174,-3.332374,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NY,NY17,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
325e5577-a094-47ec-a6a8-6091af1b0778,CI0000420000TWRY,CC-BY-NC,North East Scotland Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,05/08/2004,5,8,2004,,,NJ8801,57.104321,-2.191466,707.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,CI000042000000IM,North East Scotland Invasive Non Native Plants,dr1425,North East Scotland Biological Records Centre,dp123,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ80,NJ80V,NJ8801,United Kingdom of Great Britain and Northern Ireland,Scotland,,
3272509b-60df-42ea-9109-ea6769e41e1d,2cd4p9h.n1ayp,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,01/01/1987,,,1987,31/12/1999,VC99 Dunbartonshire,NS47,55.942973,-4.483395,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Atlas2000 master cards,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NS,NS47,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
3275fb6f-a0b1-4ce1-9cb5-054b955e4624,1316973,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,16/08/2014,16,8,2014,,,NO235397,56.54369,-3.24476,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO23,NO23J,NO2339,United Kingdom of Great Britain and Northern Ireland,Scotland,,
32b4c4af-dbb2-4922-8d63-0f90cfc51f09,2cd4p9h.2m0539,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,01/01/1955,,,1955,31/12/1956,Cullen: Portsoy: Sandend,NJ56,57.672607,-2.756079,7071.1,,M. McCallum Webster,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2dd,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ56,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
32bfb103-4966-42ec-8352-c597e6ad944e,2cd4p9h.wz0b8,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,,,,1938,,"Lossiemouth, Arthur's Bridge",NJ26,57.668602,-3.258912,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ26,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
32c0acdf-fa8a-42d5-b196-2a1011f81957,17899893,OGL,Scotland's Environment Web and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,07/09/2020,7,9,2020,,aberfeldy,NN84354884,56.61715,-3.886067,7.1,,Donald MacLeod,,,,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,iRecord | SEWeb INNS,Invasive non-native species records from SEWeb,dr1364,Scotland's Environment Web,dp187,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NN,NN84,NN84P,NN8448,United Kingdom of Great Britain and Northern Ireland,Scotland,,
32cb47cd-d291-4109-b602-9b656ec915eb,2cd4p9h.2cw7rb,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,09/07/2007,9,7,2007,,Dingwall (NH5458),NH5560,57.61127,-4.420369,707.1,,C.B.and B.R. Ballinger and H. McHaffie,,,,,,,,,Wet meadow by railway bridge north east of Dingwall,Accepted,HUMAN_OBSERVATION,MapMateCentre:5gw,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NH,NH56,NH56K,NH5560,United Kingdom of Great Britain and Northern Ireland,Scotland,,
32d7570a-9500-43de-af72-aebecf54ff5a,1427,OGL,Scottish Natural Heritage,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,16/08/2013,16,8,2013,,Ancrum Bridge,NT6371123726,55.505949,-2.576089,0.7,,Diane Dobson,Diane Dobson,,1,,,,,,,Accepted,HUMAN_OBSERVATION,,"Site Condition Monitoring of river habitats, 2013: River Tweed LEAFPACS vegetation data",dr2691,NatureScot,dp9,Scottish Natural Heritage,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NT,NT62,NT62G,NT6323,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
32dbdc86-9cc2-47c6-a7f2-e326b5ac7596,CI00004200011Z0M,CC-BY-NC,North East Scotland Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,,,,2014,,,NJ7620,57.274534,-2.391351,707.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,CI000042000000NM,North East Scotland Invasive Non Native Plants,dr1425,North East Scotland Biological Records Centre,dp123,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ72,NJ72Q,NJ7620,United Kingdom of Great Britain and Northern Ireland,Scotland,,
32dd864a-d518-4ce0-81fc-26ffe538c224,37552369,CC-BY-NC,Botanical Society of Britain and Ireland and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,31/07/2024,31,7,2024,,"Northwest, Kilmarnock, UK",NS433400,55.628786,-4.489525,50,,deancastlerangers,,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,iNaturalist | UK and IOM data,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NS,NS44,NS44F,NS4340,United Kingdom of Great Britain and Northern Ireland,Scotland,,
32f16082-2ea6-4a07-9b3d-a3ec890b005e,2cd4p9h.fkvae,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,01/01/1950,,,1950,31/12/1969,VC80 Roxburghshire,NT73,55.607958,-2.39839,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NT,NT73,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
3306831e-e8e9-4415-b861-74f1c7f222c4,2cd4p9h.c87m0w,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,14/04/2015,14,4,2015,,Fochabers,NJ340591,57.617484,-3.10564,70.7,,Ian Peter Green,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2b6,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ35,NJ35P,NJ3459,United Kingdom of Great Britain and Northern Ireland,Scotland,,
3313eccc-2e37-47f1-9f8f-6b236809b7df,2cd4p9h.cdbst6,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,25/07/2015,25,7,2015,,Kelloholm,NS71F,55.376499,-4.005797,1414.2,,Chris Miles|Alison Miles,Chris Miles,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2v3,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NS,NS71,NS71F,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
3337f661-b087-4403-977a-81c8d5113609,14388249,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,22/06/2020,22,6,2020,,,NT060843,56.04301,-3.50966,24,,"Edwards, Yvonne",,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NT,NT08,NT08S,NT0684,United Kingdom of Great Britain and Northern Ireland,Scotland,,
333cbcde-0ee6-48f9-b5c2-6b5d49a9a798,5645511,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,23/08/2017,23,8,2017,,,NS526593,55.80454,-4.35199,50,,"Johnson, Peter",,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NS,NS55,NS55J,NS5259,United Kingdom of Great Britain and Northern Ireland,Scotland,,
334774ac-d37e-496f-91eb-18e012dd708c,CI00023300003F53,CC-BY,National Trust for Scotland,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,17/06/2015,17,6,2015,,BarryMill,NO5329535235,56.506848,-2.760414,0.7,,DanWatson,DanWatson,,,,,*(Estimate),,,Gridref=NTSpropertycentroid,Accepted - considered correct,HUMAN_OBSERVATION,CI00023300000057,National Trust for Scotland Species Records,dr681,National Trust for Scotland,dp36,NTS,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO53,NO53H,NO5335,United Kingdom of Great Britain and Northern Ireland,Scotland,,
3358c668-d11b-49c2-9ccc-256c3efec55b,2cd4p9h.75am5f,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,03/08/2011,3,8,2011,,Colbost,NG21594880,57.443898,-6.641976,7.1,,Stephen Bungard,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2tm,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NG,NG24,NG24E,NG2148,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33786259-f8b0-4df1-9414-532ff76bcfcf,CI0000420000ZPGI,CC-BY-NC,North East Scotland Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,18/06/2012,18,6,2012,,,NK0836,57.41879,-1.860138,707.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,CI000042000000KG,North East Scotland Invasive Non Native Plants,dr1425,North East Scotland Biological Records Centre,dp123,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NK,NK03,NK03Y,NK0836,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33975260-1c9d-488e-8ea6-a72cf7393344,2cd4p9h.cfecmn,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,18/07/2015,18,7,2015,,River Spey,NJ344606,57.631013,-3.099352,70.7,,Ian Peter Green,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2b6,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ36,NJ36K,NJ3460,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33afb1c4-3220-431f-98e3-e0276f26e749,LC00042600014USH,CC-BY,Adrian Sumner,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,24/09/2015,24,9,2015,,Water of Leith Walkway; Edinburgh,NT237736,55.949809,-3.222579,70.7,,Adrian Sumner,Adrian Sumner,,,,,,,,a few,Accepted - correct,HUMAN_OBSERVATION,CI0000060000002G,A.T. Sumner's Records,dr2785,The Wildlife Information Centre,dp43,The Wildlife Information Centre,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NT,NT27,NT27G,NT2373,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33b132de-e5fb-4655-81c4-fce9e8854367,2cd4p9h.215806,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,01/10/2004,1,10,2004,,"Bank of R. Spey, Aikenway Castle",NJ291507,57.541304,-3.185189,70.7,,A. Amphlett,,35,,,,,,Flowering,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2dd,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ25,NJ25V,NJ2950,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33b38917-5aaf-43e6-8647-ceae17377a67,2cd4p9h.ebxfbh,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,25/05/2017,25,5,2017,,Auldgirth (NX9186),NX912863,55.159484,-3.708409,70.7,,Sue Bowden,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2v3,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NX,NX98,NX98D,NX9186,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33b81c38-7b1b-49da-b7ba-6f8ebda82321,2cd4p9h.75crg9,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,25/06/2011,25,6,2011,,Bridge of Broomstrype,NJ3850,57.540428,-3.028967,707.1,,Ian Peter Green,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:5gf,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ35,NJ35V,NJ3850,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33c972a0-9475-40a0-8706-51dde146e6ed,1408318,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,13/09/2014,13,9,2014,,,NN138279,56.406982,-5.018683,50,,30051f81-ecf9-4a8d-5448-b709372a5988,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NN,NN12,NN12I,NN1327,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33d6b7d6-ccc2-4b19-a6c5-d587ca7ec6f0,346443,CC-BY-NC,Natural Apptitude and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,15/07/2013,15,7,2013,,,NT329661,55.883479,-3.073793,50,,3f9c064f-815b-20a0-316b-6765496fad56,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NT,NT36,NT36I,NT3266,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33e1a94e-7292-4b8f-8d2b-8165b040fb00,29069755,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,09/07/2022,9,7,2022,,"Aberdeen, north bank of River Dee",NJ934042,57.129123,-2.109829,70.7,,"Jeffree, Chris; Wilson, Julia; Forrest, Gavin",,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,iRecord | BSS Urban Flora project,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NJ,NJ90,NJ90H,NJ9304,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33ebb506-6f6e-4650-9ce0-f6eb2466abbf,2cd4p9h.1av6s2,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,19/09/1995,19,9,1995,,Thistle Brig SSSI,NO13A,56.462706,-3.44594,1414.2,,R. Smith,,,,,,,,,SIT/SSSI/S1533/INF Part1,Accepted,HUMAN_OBSERVATION,Vascular plant data for Perthshire and Angus from SNH and BSBI,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO13,NO13A,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33ee9d14-d469-48fe-b9eb-5fb0d0995b73,2cd4p9h.b9prbg,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,01/01/2010,,,2010,31/12/2013,VC91 Kincardineshire,NO67,56.865084,-2.575684,7071.1,,David Welch,,,,,,,,,,Accepted,HUMAN_OBSERVATION,David Welch's Hectad Records,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO67,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33f2357c-666c-4a2e-bb2d-33327684a4f8,78,CC0,Central Scotland Green Network Trust,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,,,,2006,,,NS535645,55.851843,-4.340968,70.7,,Peter MacPherson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,,"Invasive Non-native species data in the Clyde catchment, collated by Central Scotland Forest Trust",dr535,Central Scotland Green Network Trust,dp39,CSGNT,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NS,NS56,NS56H,NS5364,United Kingdom of Great Britain and Northern Ireland,Scotland,,
33fb96c7-c378-4f0c-9f8b-d00197b3b3f8,2cd4p9h.1b7ne4,CC-BY-NC,BSBI,Impatiens glandulifera,Royle,,Himalayan Balsam,NBNSYS0000003189,species,PRESENT,20/08/1969,20,8,1969,,Moncreiffe Island,NO121227,56.388827,-3.42451,70.7,,,,,,,,,,,NO12/1/Sc/Pt1 Central GR of survey,Accepted,HUMAN_OBSERVATION,Vascular plant data for Perthshire and Angus from SNH and BSBI,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,NO,NO12,NO12G,NO1222,United Kingdom of Great Britain and Northern Ireland,Scotland,,
